"Package","Version Installed","Vulnerability ID","Severity"
"libldap-2.4-2","2.4.31-1+nmu2ubuntu8.5","CVE-2020-36221","Medium"
"sudo","1.8.9p5-1ubuntu1.4","CVE-2023-22809","Medium"
"libldap-2.4-2","2.4.31-1+nmu2ubuntu8.5","CVE-2020-36222","Medium"
"libssl1.0.0","1.0.1f-1ubuntu2.27","CVE-2022-3786","High"
"openssl","1.0.1f-1ubuntu2.27","CVE-2022-3786","High"
"curl","7.35.0-1ubuntu2.20","CVE-2023-38545","High"
"libcurl3","7.35.0-1ubuntu2.20","CVE-2023-38545","High"
"libcurl3-gnutls","7.35.0-1ubuntu2.20","CVE-2023-38545","High"
"libc-bin","2.19-0ubuntu6.15","CVE-2023-6246","Medium"
"libc6","2.19-0ubuntu6.15","CVE-2023-6246","Medium"
"multiarch-support","2.19-0ubuntu6.15","CVE-2023-6246","Medium"
"cpio","2.11+dfsg-1ubuntu1.2","CVE-2021-38185","Medium"
"bash","4.3-7ubuntu1.7","CVE-2019-18276","Low"
"libc-bin","2.19-0ubuntu6.15","CVE-2011-3336","Medium"
"libc6","2.19-0ubuntu6.15","CVE-2011-3336","Medium"
"multiarch-support","2.19-0ubuntu6.15","CVE-2011-3336","Medium"
"libldap-2.4-2","2.4.31-1+nmu2ubuntu8.5","CVE-2021-27212","Medium"
"libexpat1","2.1.0-4ubuntu1.4","CVE-2022-25235","High"
"libsqlite3-0","3.8.2-1ubuntu2.2","CVE-2018-20506","Medium"
"libsqlite3-0","3.8.2-1ubuntu2.2","CVE-2018-20346","Medium"
"libssl1.0.0","1.0.1f-1ubuntu2.27","CVE-2021-4044","Medium"
"openssl","1.0.1f-1ubuntu2.27","CVE-2021-4044","Medium"
"libexpat1","2.1.0-4ubuntu1.4","CVE-2022-25236","High"
"python3-yaml","3.10-4ubuntu0.1","CVE-2020-14343","Medium"
"libssl1.0.0","1.0.1f-1ubuntu2.27","CVE-2021-3449","High"
"openssl","1.0.1f-1ubuntu2.27","CVE-2021-3449","High"
"libldap-2.4-2","2.4.31-1+nmu2ubuntu8.5","CVE-2020-25709","Medium"
"krb5-locales","1.12+dfsg-2ubuntu5.4","CVE-2019-14844","Medium"
"libgssapi-krb5-2","1.12+dfsg-2ubuntu5.4","CVE-2019-14844","Medium"
"libk5crypto3","1.12+dfsg-2ubuntu5.4","CVE-2019-14844","Medium"
"libkrb5-3","1.12+dfsg-2ubuntu5.4","CVE-2019-14844","Medium"
"libkrb5support0","1.12+dfsg-2ubuntu5.4","CVE-2019-14844","Medium"
"curl","7.35.0-1ubuntu2.20","CVE-2023-38039","Medium"
"libcurl3","7.35.0-1ubuntu2.20","CVE-2023-38039","Medium"
"libcurl3-gnutls","7.35.0-1ubuntu2.20","CVE-2023-38039","Medium"
"krb5-locales","1.12+dfsg-2ubuntu5.4","CVE-2020-16996","Medium"
"libgssapi-krb5-2","1.12+dfsg-2ubuntu5.4","CVE-2020-16996","Medium"
"libk5crypto3","1.12+dfsg-2ubuntu5.4","CVE-2020-16996","Medium"
"libkrb5-3","1.12+dfsg-2ubuntu5.4","CVE-2020-16996","Medium"
"libkrb5support0","1.12+dfsg-2ubuntu5.4","CVE-2020-16996","Medium"
"libpython3.4-minimal","3.4.3-1ubuntu1~14.04.7","CVE-2019-9740","Medium"
"libpython3.4-stdlib","3.4.3-1ubuntu1~14.04.7","CVE-2019-9740","Medium"
"python3.4","3.4.3-1ubuntu1~14.04.7","CVE-2019-9740","Medium"
"python3.4-minimal","3.4.3-1ubuntu1~14.04.7","CVE-2019-9740","Medium"
"libpython3.4-minimal","3.4.3-1ubuntu1~14.04.7","CVE-2019-9636","Medium"
"libpython3.4-stdlib","3.4.3-1ubuntu1~14.04.7","CVE-2019-9636","Medium"
"python3.4","3.4.3-1ubuntu1~14.04.7","CVE-2019-9636","Medium"
"python3.4-minimal","3.4.3-1ubuntu1~14.04.7","CVE-2019-9636","Medium"
"krb5-locales","1.12+dfsg-2ubuntu5.4","CVE-2022-42898","Medium"
"libasn1-8-heimdal","1.6~git20131207+dfsg-1ubuntu1.2","CVE-2022-42898","Medium"
"libgssapi-krb5-2","1.12+dfsg-2ubuntu5.4","CVE-2022-42898","Medium"
"libgssapi3-heimdal","1.6~git20131207+dfsg-1ubuntu1.2","CVE-2022-42898","Medium"
"libhcrypto4-heimdal","1.6~git20131207+dfsg-1ubuntu1.2","CVE-2022-42898","Medium"
"libheimbase1-heimdal","1.6~git20131207+dfsg-1ubuntu1.2","CVE-2022-42898","Medium"
"libheimntlm0-heimdal","1.6~git20131207+dfsg-1ubuntu1.2","CVE-2022-42898","Medium"
"libhx509-5-heimdal","1.6~git20131207+dfsg-1ubuntu1.2","CVE-2022-42898","Medium"
"libk5crypto3","1.12+dfsg-2ubuntu5.4","CVE-2022-42898","Medium"
"libkrb5-26-heimdal","1.6~git20131207+dfsg-1ubuntu1.2","CVE-2022-42898","Medium"
"libkrb5-3","1.12+dfsg-2ubuntu5.4","CVE-2022-42898","Medium"
"libkrb5support0","1.12+dfsg-2ubuntu5.4","CVE-2022-42898","Medium"
"libroken18-heimdal","1.6~git20131207+dfsg-1ubuntu1.2","CVE-2022-42898","Medium"
"libwind0-heimdal","1.6~git20131207+dfsg-1ubuntu1.2","CVE-2022-42898","Medium"
"libgcrypt11","1.5.3-2ubuntu4.6","CVE-2021-3345","High"
"libsqlite3-0","3.8.2-1ubuntu2.2","CVE-2019-19646","Medium"
"bzip2","1.0.6-5","CVE-2016-3189","Low"
"libbz2-1.0","1.0.6-5","CVE-2016-3189","Low"
"libssl1.0.0","1.0.1f-1ubuntu2.27","CVE-2022-3358","Low"
"openssl","1.0.1f-1ubuntu2.27","CVE-2022-3358","Low"
"libexpat1","2.1.0-4ubuntu1.4","CVE-2022-25315","Medium"
"libdb5.3","5.3.28-3ubuntu3.1","CVE-2019-8457","Medium"
"libsqlite3-0","3.8.2-1ubuntu2.2","CVE-2019-8457","Medium"
"zlib1g","1:1.2.8.dfsg-1ubuntu1.1","CVE-2016-9841","Low"
"libldap-2.4-2","2.4.31-1+nmu2ubuntu8.5","CVE-2020-25710","Medium"
"curl","7.35.0-1ubuntu2.20","CVE-2019-5482","Medium"
"libcurl3","7.35.0-1ubuntu2.20","CVE-2019-5482","Medium"
"libcurl3-gnutls","7.35.0-1ubuntu2.20","CVE-2019-5482","Medium"
"libldap-2.4-2","2.4.31-1+nmu2ubuntu8.5","CVE-2020-36223","Medium"
"libsqlite3-0","3.8.2-1ubuntu2.2","CVE-2021-31239","Medium"
"libncurses5","5.9+20140118-1ubuntu1","CVE-2020-19188","Medium"
"libncursesw5","5.9+20140118-1ubuntu1","CVE-2020-19188","Medium"
"libtinfo5","5.9+20140118-1ubuntu1","CVE-2020-19188","Medium"
"ncurses-base","5.9+20140118-1ubuntu1","CVE-2020-19188","Medium"
"ncurses-bin","5.9+20140118-1ubuntu1","CVE-2020-19188","Medium"
"sudo","1.8.9p5-1ubuntu1.4","CVE-2015-5602","Medium"
"perl","5.18.2-2ubuntu1.7","CVE-2022-48522","Low"
"perl-base","5.18.2-2ubuntu1.7","CVE-2022-48522","Low"
"perl-modules","5.18.2-2ubuntu1.7","CVE-2022-48522","Low"
"libc-bin","2.19-0ubuntu6.15","CVE-2019-9169","Low"
"libc6","2.19-0ubuntu6.15","CVE-2019-9169","Low"
"multiarch-support","2.19-0ubuntu6.15","CVE-2019-9169","Low"
"krb5-locales","1.12+dfsg-2ubuntu5.4","CVE-2021-36222","Medium"
"libgssapi-krb5-2","1.12+dfsg-2ubuntu5.4","CVE-2021-36222","Medium"
"libk5crypto3","1.12+dfsg-2ubuntu5.4","CVE-2021-36222","Medium"
"libkrb5-3","1.12+dfsg-2ubuntu5.4","CVE-2021-36222","Medium"
"libkrb5support0","1.12+dfsg-2ubuntu5.4","CVE-2021-36222","Medium"
"libsqlite3-0","3.8.2-1ubuntu2.2","CVE-2019-19924","Medium"
"libldap-2.4-2","2.4.31-1+nmu2ubuntu8.5","CVE-2020-12243","Medium"
"libncurses5","5.9+20140118-1ubuntu1","CVE-2020-19185","Medium"
"libncurses5","5.9+20140118-1ubuntu1","CVE-2020-19186","Medium"
"libncursesw5","5.9+20140118-1ubuntu1","CVE-2020-19185","Medium"
"libncursesw5","5.9+20140118-1ubuntu1","CVE-2020-19186","Medium"
"libtinfo5","5.9+20140118-1ubuntu1","CVE-2020-19185","Medium"
"libtinfo5","5.9+20140118-1ubuntu1","CVE-2020-19186","Medium"
"ncurses-base","5.9+20140118-1ubuntu1","CVE-2020-19185","Medium"
"ncurses-base","5.9+20140118-1ubuntu1","CVE-2020-19186","Medium"
"ncurses-bin","5.9+20140118-1ubuntu1","CVE-2020-19185","Medium"
"ncurses-bin","5.9+20140118-1ubuntu1","CVE-2020-19186","Medium"
"libncurses5","5.9+20140118-1ubuntu1","CVE-2020-19190","Medium"
"libncursesw5","5.9+20140118-1ubuntu1","CVE-2020-19190","Medium"
"libtinfo5","5.9+20140118-1ubuntu1","CVE-2020-19190","Medium"
"ncurses-base","5.9+20140118-1ubuntu1","CVE-2020-19190","Medium"
"ncurses-bin","5.9+20140118-1ubuntu1","CVE-2020-19190","Medium"
"libncurses5","5.9+20140118-1ubuntu1","CVE-2020-19187","Medium"
"libncursesw5","5.9+20140118-1ubuntu1","CVE-2020-19187","Medium"
"libtinfo5","5.9+20140118-1ubuntu1","CVE-2020-19187","Medium"
"ncurses-base","5.9+20140118-1ubuntu1","CVE-2020-19187","Medium"
"ncurses-bin","5.9+20140118-1ubuntu1","CVE-2020-19187","Medium"
"libsqlite3-0","3.8.2-1ubuntu2.2","CVE-2018-20505","Low"
"libssl1.0.0","1.0.1f-1ubuntu2.27","CVE-2019-1559","Medium"
"openssl","1.0.1f-1ubuntu2.27","CVE-2019-1559","Medium"
"libldap-2.4-2","2.4.31-1+nmu2ubuntu8.5","CVE-2019-13565","Medium"
"zlib1g","1:1.2.8.dfsg-1ubuntu1.1","CVE-2016-9840","Low"
"libexpat1","2.1.0-4ubuntu1.4","CVE-2021-46143","Medium"
"libpython3.4-minimal","3.4.3-1ubuntu1~14.04.7","CVE-2021-46143","Medium"
"libpython3.4-stdlib","3.4.3-1ubuntu1~14.04.7","CVE-2021-46143","Medium"
"python3.4","3.4.3-1ubuntu1~14.04.7","CVE-2021-46143","Medium"
"python3.4-minimal","3.4.3-1ubuntu1~14.04.7","CVE-2021-46143","Medium"
"zlib1g","1:1.2.8.dfsg-1ubuntu1.1","CVE-2016-9842","Low"
"libpython3.4-minimal","3.4.3-1ubuntu1~14.04.7","CVE-2022-48565","Medium"
"libpython3.4-stdlib","3.4.3-1ubuntu1~14.04.7","CVE-2022-48565","Medium"
"python3.4","3.4.3-1ubuntu1~14.04.7","CVE-2022-48565","Medium"
"python3.4-minimal","3.4.3-1ubuntu1~14.04.7","CVE-2022-48565","Medium"
"libexpat1","2.1.0-4ubuntu1.4","CVE-2022-23990","Medium"
"libsqlite3-0","3.8.2-1ubuntu2.2","CVE-2019-9936","Medium"
"libssl1.0.0","1.0.1f-1ubuntu2.27","CVE-2021-3711","High"
"openssl","1.0.1f-1ubuntu2.27","CVE-2021-3711","High"
"libudev1","204-5ubuntu20.31","CVE-2023-26604","Low"
"udev","204-5ubuntu20.31","CVE-2023-26604","Low"
"python3-yaml","3.10-4ubuntu0.1","CVE-2017-18342","Low"
"zlib1g","1:1.2.8.dfsg-1ubuntu1.1","CVE-2016-9843","Low"
"vim-common","2:7.4.052-1ubuntu3.1","CVE-2020-20703","Medium"
"vim-tiny","2:7.4.052-1ubuntu3.1","CVE-2020-20703","Medium"
"libc-bin","2.19-0ubuntu6.15","CVE-2020-6096","Low"
"libc6","2.19-0ubuntu6.15","CVE-2020-6096","Low"
"multiarch-support","2.19-0ubuntu6.15","CVE-2020-6096","Low"
"libpython3.4-minimal","3.4.3-1ubuntu1~14.04.7","CVE-2021-29921","Medium"
"libpython3.4-stdlib","3.4.3-1ubuntu1~14.04.7","CVE-2021-29921","Medium"
"python3.4","3.4.3-1ubuntu1~14.04.7","CVE-2021-29921","Medium"
"python3.4-minimal","3.4.3-1ubuntu1~14.04.7","CVE-2021-29921","Medium"
"curl","7.35.0-1ubuntu2.20","CVE-2019-5481","Medium"
"libcurl3","7.35.0-1ubuntu2.20","CVE-2019-5481","Medium"
"libcurl3-gnutls","7.35.0-1ubuntu2.20","CVE-2019-5481","Medium"
"libasn1-8-heimdal","1.6~git20131207+dfsg-1ubuntu1.2","CVE-2018-16860","Medium"
"libgssapi3-heimdal","1.6~git20131207+dfsg-1ubuntu1.2","CVE-2018-16860","Medium"
"libhcrypto4-heimdal","1.6~git20131207+dfsg-1ubuntu1.2","CVE-2018-16860","Medium"
"libheimbase1-heimdal","1.6~git20131207+dfsg-1ubuntu1.2","CVE-2018-16860","Medium"
"libheimntlm0-heimdal","1.6~git20131207+dfsg-1ubuntu1.2","CVE-2018-16860","Medium"
"libhx509-5-heimdal","1.6~git20131207+dfsg-1ubuntu1.2","CVE-2018-16860","Medium"
"libkrb5-26-heimdal","1.6~git20131207+dfsg-1ubuntu1.2","CVE-2018-16860","Medium"
"libroken18-heimdal","1.6~git20131207+dfsg-1ubuntu1.2","CVE-2018-16860","Medium"
"libwind0-heimdal","1.6~git20131207+dfsg-1ubuntu1.2","CVE-2018-16860","Medium"
"libbsd0","0.6.0-2ubuntu1","CVE-2019-20367","Medium"
"libasn1-8-heimdal","1.6~git20131207+dfsg-1ubuntu1.2","CVE-2019-12098","Low"
"libgssapi3-heimdal","1.6~git20131207+dfsg-1ubuntu1.2","CVE-2019-12098","Low"
"libhcrypto4-heimdal","1.6~git20131207+dfsg-1ubuntu1.2","CVE-2019-12098","Low"
"libheimbase1-heimdal","1.6~git20131207+dfsg-1ubuntu1.2","CVE-2019-12098","Low"
"libheimntlm0-heimdal","1.6~git20131207+dfsg-1ubuntu1.2","CVE-2019-12098","Low"
"libhx509-5-heimdal","1.6~git20131207+dfsg-1ubuntu1.2","CVE-2019-12098","Low"
"libkrb5-26-heimdal","1.6~git20131207+dfsg-1ubuntu1.2","CVE-2019-12098","Low"
"libroken18-heimdal","1.6~git20131207+dfsg-1ubuntu1.2","CVE-2019-12098","Low"
"libwind0-heimdal","1.6~git20131207+dfsg-1ubuntu1.2","CVE-2019-12098","Low"
"libsqlite3-0","3.8.2-1ubuntu2.2","CVE-2019-13752","Medium"
"libsqlite3-0","3.8.2-1ubuntu2.2","CVE-2019-13753","Medium"
"libsqlite3-0","3.8.2-1ubuntu2.2","CVE-2019-19317","Medium"
"libsqlite3-0","3.8.2-1ubuntu2.2","CVE-2020-13871","Medium"
"busybox-initramfs","1:1.21.0-1ubuntu1.4","CVE-2022-28391","Low"
"libssl1.0.0","1.0.1f-1ubuntu2.27","CVE-2019-1551","Low"
"openssl","1.0.1f-1ubuntu2.27","CVE-2019-1551","Low"
"libsqlite3-0","3.8.2-1ubuntu2.2","CVE-2017-2518","Low"
"libpython3.4-minimal","3.4.3-1ubuntu1~14.04.7","CVE-2020-8492","Low"
"libpython3.4-stdlib","3.4.3-1ubuntu1~14.04.7","CVE-2020-8492","Low"
"python3.4","3.4.3-1ubuntu1~14.04.7","CVE-2020-8492","Low"
"python3.4-minimal","3.4.3-1ubuntu1~14.04.7","CVE-2020-8492","Low"
"libncurses5","5.9+20140118-1ubuntu1","CVE-2020-19189","Medium"
"libncursesw5","5.9+20140118-1ubuntu1","CVE-2020-19189","Medium"
"libtinfo5","5.9+20140118-1ubuntu1","CVE-2020-19189","Medium"
"ncurses-base","5.9+20140118-1ubuntu1","CVE-2020-19189","Medium"
"ncurses-bin","5.9+20140118-1ubuntu1","CVE-2020-19189","Medium"
"libasn1-8-heimdal","1.6~git20131207+dfsg-1ubuntu1.2","CVE-2022-44640","Medium"
"libgssapi3-heimdal","1.6~git20131207+dfsg-1ubuntu1.2","CVE-2022-44640","Medium"
"libhcrypto4-heimdal","1.6~git20131207+dfsg-1ubuntu1.2","CVE-2022-44640","Medium"
"libheimbase1-heimdal","1.6~git20131207+dfsg-1ubuntu1.2","CVE-2022-44640","Medium"
"libheimntlm0-heimdal","1.6~git20131207+dfsg-1ubuntu1.2","CVE-2022-44640","Medium"
"libhx509-5-heimdal","1.6~git20131207+dfsg-1ubuntu1.2","CVE-2022-44640","Medium"
"libkrb5-26-heimdal","1.6~git20131207+dfsg-1ubuntu1.2","CVE-2022-44640","Medium"
"libroken18-heimdal","1.6~git20131207+dfsg-1ubuntu1.2","CVE-2022-44640","Medium"
"libwind0-heimdal","1.6~git20131207+dfsg-1ubuntu1.2","CVE-2022-44640","Medium"
"libexpat1","2.1.0-4ubuntu1.4","CVE-2022-23852","Medium"
"libsqlite3-0","3.8.2-1ubuntu2.2","CVE-2019-19925","Medium"
"libsqlite3-0","3.8.2-1ubuntu2.2","CVE-2019-19923","Medium"
"libsqlite3-0","3.8.2-1ubuntu2.2","CVE-2019-9937","Low"
"sudo","1.8.9p5-1ubuntu1.4","CVE-2019-19234","Low"
"ntpdate","1:4.2.6.p5+dfsg-3ubuntu2.14.04.13","CVE-2020-15025","Medium"
"libldap-2.4-2","2.4.31-1+nmu2ubuntu8.5","CVE-2020-36229","Medium"
"libpython3.4-minimal","3.4.3-1ubuntu1~14.04.7","CVE-2019-10160","Medium"
"libpython3.4-stdlib","3.4.3-1ubuntu1~14.04.7","CVE-2019-10160","Medium"
"python3.4","3.4.3-1ubuntu1~14.04.7","CVE-2019-10160","Medium"
"python3.4-minimal","3.4.3-1ubuntu1~14.04.7","CVE-2019-10160","Medium"
"ntpdate","1:4.2.6.p5+dfsg-3ubuntu2.14.04.13","CVE-2018-12327","Negligible"
"libpython3.4-minimal","3.4.3-1ubuntu1~14.04.7","CVE-2022-26488","Medium"
"libpython3.4-stdlib","3.4.3-1ubuntu1~14.04.7","CVE-2022-26488","Medium"
"python3.4","3.4.3-1ubuntu1~14.04.7","CVE-2022-26488","Medium"
"python3.4-minimal","3.4.3-1ubuntu1~14.04.7","CVE-2022-26488","Medium"
"libpython3.4-minimal","3.4.3-1ubuntu1~14.04.7","CVE-2019-18348","Medium"
"libpython3.4-stdlib","3.4.3-1ubuntu1~14.04.7","CVE-2019-18348","Medium"
"python3.4","3.4.3-1ubuntu1~14.04.7","CVE-2019-18348","Medium"
"python3.4-minimal","3.4.3-1ubuntu1~14.04.7","CVE-2019-18348","Medium"
"libsqlite3-0","3.8.2-1ubuntu2.2","CVE-2020-11655","Low"
"vim-common","2:7.4.052-1ubuntu3.1","CVE-2022-0629","Medium"
"vim-tiny","2:7.4.052-1ubuntu3.1","CVE-2022-0629","Medium"
"krb5-locales","1.12+dfsg-2ubuntu5.4","CVE-2018-20217","Medium"
"libgssapi-krb5-2","1.12+dfsg-2ubuntu5.4","CVE-2018-20217","Medium"
"libk5crypto3","1.12+dfsg-2ubuntu5.4","CVE-2018-20217","Medium"
"libkrb5-3","1.12+dfsg-2ubuntu5.4","CVE-2018-20217","Medium"
"libkrb5support0","1.12+dfsg-2ubuntu5.4","CVE-2018-20217","Medium"
"python3-yaml","3.10-4ubuntu0.1","CVE-2020-1747","Low"
"curl","7.35.0-1ubuntu2.20","CVE-2016-8625","Low"
"libcurl3","7.35.0-1ubuntu2.20","CVE-2016-8625","Low"
"libcurl3-gnutls","7.35.0-1ubuntu2.20","CVE-2016-8625","Low"
"libpython3.4-minimal","3.4.3-1ubuntu1~14.04.7","CVE-2024-6232","Medium"
"libpython3.4-stdlib","3.4.3-1ubuntu1~14.04.7","CVE-2024-6232","Medium"
"python3.4","3.4.3-1ubuntu1~14.04.7","CVE-2024-6232","Medium"
"python3.4-minimal","3.4.3-1ubuntu1~14.04.7","CVE-2024-6232","Medium"
"dpkg","1.17.5ubuntu5.8","CVE-2014-8625","Low"
"libsqlite3-0","3.8.2-1ubuntu2.2","CVE-2019-19926","Medium"
"libc-bin","2.19-0ubuntu6.15","CVE-2014-9761","Low"
"libc6","2.19-0ubuntu6.15","CVE-2014-9761","Low"
"multiarch-support","2.19-0ubuntu6.15","CVE-2014-9761","Low"
"libssl1.0.0","1.0.1f-1ubuntu2.27","CVE-2022-40735","Medium"
"openssl","1.0.1f-1ubuntu2.27","CVE-2022-40735","Medium"
"libsqlite3-0","3.8.2-1ubuntu2.2","CVE-2019-13734","Medium"
"libsqlite3-0","3.8.2-1ubuntu2.2","CVE-2020-9327","Medium"
"bzip2","1.0.6-5","CVE-2019-12900","Medium"
"libbz2-1.0","1.0.6-5","CVE-2019-12900","Medium"
"libexpat1","2.1.0-4ubuntu1.4","CVE-2022-22822","Medium"
"libpython3.4-minimal","3.4.3-1ubuntu1~14.04.7","CVE-2023-24329","Medium"
"libpython3.4-stdlib","3.4.3-1ubuntu1~14.04.7","CVE-2023-24329","Medium"
"python3.4","3.4.3-1ubuntu1~14.04.7","CVE-2023-24329","Medium"
"python3.4-minimal","3.4.3-1ubuntu1~14.04.7","CVE-2023-24329","Medium"
"libldap-2.4-2","2.4.31-1+nmu2ubuntu8.5","CVE-2020-36230","Medium"
"sudo","1.8.9p5-1ubuntu1.4","CVE-2019-19232","Low"
"libsqlite3-0","3.8.2-1ubuntu2.2","CVE-2020-9991","Low"
"gcc-4.9-base","4.9.3-0ubuntu4","CVE-2015-5739","Low"
"libgcc1","1:4.9.3-0ubuntu4","CVE-2015-5739","Low"
"libpython3.4-minimal","3.4.3-1ubuntu1~14.04.7","CVE-2020-26116","Medium"
"libpython3.4-stdlib","3.4.3-1ubuntu1~14.04.7","CVE-2020-26116","Medium"
"python3.4","3.4.3-1ubuntu1~14.04.7","CVE-2020-26116","Medium"
"python3.4-minimal","3.4.3-1ubuntu1~14.04.7","CVE-2020-26116","Medium"
"krb5-locales","1.12+dfsg-2ubuntu5.4","CVE-2023-39975","Medium"
"libgssapi-krb5-2","1.12+dfsg-2ubuntu5.4","CVE-2023-39975","Medium"
"libk5crypto3","1.12+dfsg-2ubuntu5.4","CVE-2023-39975","Medium"
"libkrb5-3","1.12+dfsg-2ubuntu5.4","CVE-2023-39975","Medium"
"libkrb5support0","1.12+dfsg-2ubuntu5.4","CVE-2023-39975","Medium"
"gcc-4.9-base","4.9.3-0ubuntu4","CVE-2015-5740","Low"
"libgcc1","1:4.9.3-0ubuntu4","CVE-2015-5740","Low"
"libsqlite3-0","3.8.2-1ubuntu2.2","CVE-2019-19880","Medium"
"libbsd0","0.6.0-2ubuntu1","CVE-2016-2090","Low"
"libcap2","1:2.24-0ubuntu2","CVE-2023-2603","Medium"
"libcap2-bin","1:2.24-0ubuntu2","CVE-2023-2603","Medium"
"libpam-cap","1:2.24-0ubuntu2","CVE-2023-2603","Medium"
"libssl1.0.0","1.0.1f-1ubuntu2.27","CVE-2021-3712","Medium"
"openssl","1.0.1f-1ubuntu2.27","CVE-2021-3712","Medium"
"libpython3.4-minimal","3.4.3-1ubuntu1~14.04.7","CVE-2019-9948","Medium"
"libpython3.4-stdlib","3.4.3-1ubuntu1~14.04.7","CVE-2019-9948","Medium"
"python3.4","3.4.3-1ubuntu1~14.04.7","CVE-2019-9948","Medium"
"python3.4-minimal","3.4.3-1ubuntu1~14.04.7","CVE-2019-9948","Medium"
"rsyslog","7.4.4-1ubuntu2.7","CVE-2018-16881","Low"
"busybox-initramfs","1:1.21.0-1ubuntu1.4","CVE-2021-42377","Low"
"curl","7.35.0-1ubuntu2.20","CVE-2022-32221","Medium"
"libcurl3","7.35.0-1ubuntu2.20","CVE-2022-32221","Medium"
"libcurl3-gnutls","7.35.0-1ubuntu2.20","CVE-2022-32221","Medium"
"libpython3.4-minimal","3.4.3-1ubuntu1~14.04.7","CVE-2018-20852","Medium"
"libpython3.4-stdlib","3.4.3-1ubuntu1~14.04.7","CVE-2018-20852","Medium"
"python3.4","3.4.3-1ubuntu1~14.04.7","CVE-2018-20852","Medium"
"python3.4-minimal","3.4.3-1ubuntu1~14.04.7","CVE-2018-20852","Medium"
"gcc-4.9-base","4.9.3-0ubuntu4","CVE-2015-5741","Low"
"libgcc1","1:4.9.3-0ubuntu4","CVE-2015-5741","Low"
"libc-bin","2.19-0ubuntu6.15","CVE-2021-3999","Medium"
"libc6","2.19-0ubuntu6.15","CVE-2021-3999","Medium"
"multiarch-support","2.19-0ubuntu6.15","CVE-2021-3999","Medium"
"libpython3.4-minimal","3.4.3-1ubuntu1~14.04.7","CVE-2019-9947","Medium"
"libpython3.4-stdlib","3.4.3-1ubuntu1~14.04.7","CVE-2019-9947","Medium"
"python3.4","3.4.3-1ubuntu1~14.04.7","CVE-2019-9947","Medium"
"python3.4-minimal","3.4.3-1ubuntu1~14.04.7","CVE-2019-9947","Medium"
"libsqlite3-0","3.8.2-1ubuntu2.2","CVE-2019-19959","Medium"
"libgnutls-openssl27","2.12.23-12ubuntu2.8","CVE-2018-10845","Medium"
"libgnutls26","2.12.23-12ubuntu2.8","CVE-2018-10845","Medium"
"libsqlite3-0","3.8.2-1ubuntu2.2","CVE-2020-9794","Medium"
"klibc-utils","2.0.3-0ubuntu1.14.04.3","CVE-2021-31871","Low"
"libklibc","2.0.3-0ubuntu1.14.04.3","CVE-2021-31871","Low"
"libudev1","204-5ubuntu20.31","CVE-2018-21029","Low"
"udev","204-5ubuntu20.31","CVE-2018-21029","Low"
"libssl1.0.0","1.0.1f-1ubuntu2.27","CVE-2023-6129","Low"
"openssl","1.0.1f-1ubuntu2.27","CVE-2023-6129","Low"
"perl","5.18.2-2ubuntu1.7","CVE-2023-31484","Medium"
"perl-base","5.18.2-2ubuntu1.7","CVE-2023-31484","Medium"
"perl-modules","5.18.2-2ubuntu1.7","CVE-2023-31484","Medium"
"libasn1-8-heimdal","1.6~git20131207+dfsg-1ubuntu1.2","CVE-2021-3671","Low"
"libgssapi3-heimdal","1.6~git20131207+dfsg-1ubuntu1.2","CVE-2021-3671","Low"
