"Package","Version Installed","Vulnerability ID","Severity"
"gcc-8-base","8.4.0-1ubuntu1~18.04","CVE-2020-35537","Low"
"libgcc1","1:8.4.0-1ubuntu1~18.04","CVE-2020-35537","Low"
"libncurses5","6.1-1ubuntu1.18.04.1","CVE-2018-10754","Low"
"libncurses5","6.1-1ubuntu1.18.04.1","CVE-2023-45918","Low"
"libncursesw5","6.1-1ubuntu1.18.04.1","CVE-2018-10754","Low"
"libncursesw5","6.1-1ubuntu1.18.04.1","CVE-2023-45918","Low"
"libsqlite3-0","3.22.0-1ubuntu0.7","CVE-2023-36191","Low"
"libstdc++6","8.4.0-1ubuntu1~18.04","CVE-2020-35537","Low"
"libtinfo5","6.1-1ubuntu1.18.04.1","CVE-2018-10754","Low"
"libtinfo5","6.1-1ubuntu1.18.04.1","CVE-2023-45918","Low"
"ncurses-base","6.1-1ubuntu1.18.04.1","CVE-2018-10754","Low"
"ncurses-base","6.1-1ubuntu1.18.04.1","CVE-2023-45918","Low"
"ncurses-bin","6.1-1ubuntu1.18.04.1","CVE-2018-10754","Low"
"ncurses-bin","6.1-1ubuntu1.18.04.1","CVE-2023-45918","Low"
"gcc-8-base","8.4.0-1ubuntu1~18.04","CVE-2020-35536","Negligible"
"libgcc1","1:8.4.0-1ubuntu1~18.04","CVE-2020-35536","Negligible"
"libstdc++6","8.4.0-1ubuntu1~18.04","CVE-2020-35536","Negligible"
