"Package","Version Installed","Vulnerability ID","Severity"
"libncursesw5","6.0+20160213-1ubuntu1","CVE-2020-19186","Medium"
"libtinfo5","6.0+20160213-1ubuntu1","CVE-2020-19185","Medium"
"libtinfo5","6.0+20160213-1ubuntu1","CVE-2020-19186","Medium"
"ncurses-base","6.0+20160213-1ubuntu1","CVE-2020-19185","Medium"
"ncurses-base","6.0+20160213-1ubuntu1","CVE-2020-19186","Medium"
"ncurses-bin","6.0+20160213-1ubuntu1","CVE-2020-19185","Medium"
"ncurses-bin","6.0+20160213-1ubuntu1","CVE-2020-19186","Medium"
"libncurses5","6.0+20160213-1ubuntu1","CVE-2020-19190","Medium"
"libncursesw5","6.0+20160213-1ubuntu1","CVE-2020-19190","Medium"
"libtinfo5","6.0+20160213-1ubuntu1","CVE-2020-19190","Medium"
"ncurses-base","6.0+20160213-1ubuntu1","CVE-2020-19190","Medium"
"ncurses-bin","6.0+20160213-1ubuntu1","CVE-2020-19190","Medium"
"libncurses5","6.0+20160213-1ubuntu1","CVE-2020-19187","Medium"
"libncursesw5","6.0+20160213-1ubuntu1","CVE-2020-19187","Medium"
"libtinfo5","6.0+20160213-1ubuntu1","CVE-2020-19187","Medium"
"ncurses-base","6.0+20160213-1ubuntu1","CVE-2020-19187","Medium"
"ncurses-bin","6.0+20160213-1ubuntu1","CVE-2020-19187","Medium"
"libsystemd0","229-4ubuntu21.31","CVE-2023-26604","Low"
"libudev1","229-4ubuntu21.31","CVE-2023-26604","Low"
"systemd","229-4ubuntu21.31","CVE-2023-26604","Low"
"systemd-sysv","229-4ubuntu21.31","CVE-2023-26604","Low"
"libgnutls30","3.4.10-4ubuntu1.9","CVE-2023-0361","Medium"
"libpcre3","2:8.38-3.1","CVE-2017-7186","Low"
"libasn1-8-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2018-16860","Medium"
"libgssapi3-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2018-16860","Medium"
"libhcrypto4-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2018-16860","Medium"
"libheimbase1-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2018-16860","Medium"
"libheimntlm0-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2018-16860","Medium"
"libhx509-5-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2018-16860","Medium"
"libkrb5-26-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2018-16860","Medium"
"libroken18-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2018-16860","Medium"
"libwind0-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2018-16860","Medium"
"libasn1-8-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2019-12098","Low"
"libgssapi3-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2019-12098","Low"
"libhcrypto4-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2019-12098","Low"
"libheimbase1-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2019-12098","Low"
"libheimntlm0-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2019-12098","Low"
"libhx509-5-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2019-12098","Low"
"libkrb5-26-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2019-12098","Low"
"libroken18-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2019-12098","Low"
"libwind0-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2019-12098","Low"
"libncurses5","6.0+20160213-1ubuntu1","CVE-2020-19189","Medium"
"libncursesw5","6.0+20160213-1ubuntu1","CVE-2020-19189","Medium"
"libtinfo5","6.0+20160213-1ubuntu1","CVE-2020-19189","Medium"
"ncurses-base","6.0+20160213-1ubuntu1","CVE-2020-19189","Medium"
"ncurses-bin","6.0+20160213-1ubuntu1","CVE-2020-19189","Medium"
"libasn1-8-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2022-44640","Medium"
"libgssapi3-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2022-44640","Medium"
"libhcrypto4-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2022-44640","Medium"
"libheimbase1-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2022-44640","Medium"
"libheimntlm0-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2022-44640","Medium"
"libhx509-5-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2022-44640","Medium"
"libkrb5-26-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2022-44640","Medium"
"libroken18-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2022-44640","Medium"
"libwind0-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2022-44640","Medium"
"libgssapi-krb5-2","1.13.2+dfsg-5ubuntu2.2","CVE-2018-20217","Medium"
"libk5crypto3","1.13.2+dfsg-5ubuntu2.2","CVE-2018-20217","Medium"
"libkrb5-3","1.13.2+dfsg-5ubuntu2.2","CVE-2018-20217","Medium"
"libkrb5support0","1.13.2+dfsg-5ubuntu2.2","CVE-2018-20217","Medium"
"libsqlite3-0","3.11.0-1ubuntu1.5","CVE-2020-9991","Low"
"gcc-5-base","5.4.0-6ubuntu1~16.04.12","CVE-2015-5739","Low"
"libstdc++6","5.4.0-6ubuntu1~16.04.12","CVE-2015-5739","Low"
"libgssapi-krb5-2","1.13.2+dfsg-5ubuntu2.2","CVE-2023-39975","Medium"
"libk5crypto3","1.13.2+dfsg-5ubuntu2.2","CVE-2023-39975","Medium"
"libkrb5-3","1.13.2+dfsg-5ubuntu2.2","CVE-2023-39975","Medium"
"libkrb5support0","1.13.2+dfsg-5ubuntu2.2","CVE-2023-39975","Medium"
"gcc-5-base","5.4.0-6ubuntu1~16.04.12","CVE-2015-5740","Low"
"libstdc++6","5.4.0-6ubuntu1~16.04.12","CVE-2015-5740","Low"
"liblz4-1","0.0~r131-2ubuntu2","CVE-2019-17543","Low"
"libcap2","1:2.24-12","CVE-2023-2603","Medium"
"libcap2-bin","1:2.24-12","CVE-2023-2603","Medium"
"curl","7.47.0-1ubuntu2.19","CVE-2022-32221","Medium"
"libcurl3-gnutls","7.47.0-1ubuntu2.19","CVE-2022-32221","Medium"
"libgnutls30","3.4.10-4ubuntu1.9","CVE-2024-0567","Medium"
"libgnutls30","3.4.10-4ubuntu1.9","CVE-2024-0553","Medium"
"gcc-5-base","5.4.0-6ubuntu1~16.04.12","CVE-2015-5741","Low"
"libstdc++6","5.4.0-6ubuntu1~16.04.12","CVE-2015-5741","Low"
"libsqlite3-0","3.11.0-1ubuntu1.5","CVE-2020-9794","Medium"
"perl-base","5.22.1-9ubuntu0.9","CVE-2023-31484","Medium"
"libgnutls30","3.4.10-4ubuntu1.9","CVE-2022-2509","Medium"
"libasn1-8-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2021-3671","Low"
"libgssapi3-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2021-3671","Low"
"libhcrypto4-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2021-3671","Low"
"libheimbase1-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2021-3671","Low"
"libheimntlm0-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2021-3671","Low"
"libhx509-5-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2021-3671","Low"
"libkrb5-26-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2021-3671","Low"
"libroken18-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2021-3671","Low"
"libwind0-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2021-3671","Low"
"gzip","1.6-4ubuntu1","CVE-2022-1271","Medium"
"libasn1-8-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2022-3437","Medium"
"libgssapi3-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2022-3437","Medium"
"libhcrypto4-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2022-3437","Medium"
"libheimbase1-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2022-3437","Medium"
"libheimntlm0-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2022-3437","Medium"
"libhx509-5-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2022-3437","Medium"
"libkrb5-26-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2022-3437","Medium"
"libroken18-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2022-3437","Medium"
"libwind0-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2022-3437","Medium"
"libc-bin","2.23-0ubuntu11.3","CVE-2023-6779","Medium"
"libc6","2.23-0ubuntu11.3","CVE-2023-6779","Medium"
"multiarch-support","2.23-0ubuntu11.3","CVE-2023-6779","Medium"
"libpcre3","2:8.38-3.1","CVE-2017-6004","Low"
"curl","7.47.0-1ubuntu2.19","CVE-2022-42915","Medium"
"libcurl3-gnutls","7.47.0-1ubuntu2.19","CVE-2022-42915","Medium"
"libsystemd0","229-4ubuntu21.31","CVE-2018-20839","Medium"
"libudev1","229-4ubuntu21.31","CVE-2018-20839","Medium"
"systemd","229-4ubuntu21.31","CVE-2018-20839","Medium"
"systemd-sysv","229-4ubuntu21.31","CVE-2018-20839","Medium"
"libldap-2.4-2","2.4.42+dfsg-2ubuntu3.13","CVE-2023-2953","Low"
"libc-bin","2.23-0ubuntu11.3","CVE-2021-35942","Low"
"libc6","2.23-0ubuntu11.3","CVE-2021-35942","Low"
"multiarch-support","2.23-0ubuntu11.3","CVE-2021-35942","Low"
"libzstd1","1.3.1+dfsg-1~ubuntu0.16.04.1","CVE-2019-11922","Medium"
"libgssapi-krb5-2","1.13.2+dfsg-5ubuntu2.2","CVE-2023-36054","Medium"
"libk5crypto3","1.13.2+dfsg-5ubuntu2.2","CVE-2023-36054","Medium"
"libkrb5-3","1.13.2+dfsg-5ubuntu2.2","CVE-2023-36054","Medium"
"libkrb5support0","1.13.2+dfsg-5ubuntu2.2","CVE-2023-36054","Medium"
"libc-bin","2.23-0ubuntu11.3","CVE-2023-4806","Low"
"libc6","2.23-0ubuntu11.3","CVE-2023-4806","Low"
"multiarch-support","2.23-0ubuntu11.3","CVE-2023-4806","Low"
"libsqlite3-0","3.11.0-1ubuntu1.5","CVE-2020-9849","Low"
"libgnutls30","3.4.10-4ubuntu1.9","CVE-2023-5981","Medium"
"curl","7.47.0-1ubuntu2.19","CVE-2021-22901","Medium"
"libcurl3-gnutls","7.47.0-1ubuntu2.19","CVE-2021-22901","Medium"
"libc-bin","2.23-0ubuntu11.3","CVE-2022-39046","Medium"
"libc6","2.23-0ubuntu11.3","CVE-2022-39046","Medium"
"multiarch-support","2.23-0ubuntu11.3","CVE-2022-39046","Medium"
"e2fslibs","1.42.13-1ubuntu1.2","CVE-2022-1304","Medium"
"e2fsprogs","1.42.13-1ubuntu1.2","CVE-2022-1304","Medium"
"libcomerr2","1.42.13-1ubuntu1.2","CVE-2022-1304","Medium"
"libss2","1.42.13-1ubuntu1.2","CVE-2022-1304","Medium"
"curl","7.47.0-1ubuntu2.19","CVE-2021-22924","Medium"
"libcurl3-gnutls","7.47.0-1ubuntu2.19","CVE-2021-22924","Medium"
"libpcre3","2:8.38-3.1","CVE-2017-7244","Low"
"libgssapi-krb5-2","1.13.2+dfsg-5ubuntu2.2","CVE-2021-37750","Medium"
"libk5crypto3","1.13.2+dfsg-5ubuntu2.2","CVE-2021-37750","Medium"
"libkrb5-3","1.13.2+dfsg-5ubuntu2.2","CVE-2021-37750","Medium"
"libkrb5support0","1.13.2+dfsg-5ubuntu2.2","CVE-2021-37750","Medium"
"perl-base","5.22.1-9ubuntu0.9","CVE-2023-31486","Medium"
"gnupg","1.4.20-1ubuntu3.3","CVE-2019-13050","Low"
"gpgv","1.4.20-1ubuntu3.3","CVE-2019-13050","Low"
"libc-bin","2.23-0ubuntu11.3","CVE-2019-25013","Low"
"libc6","2.23-0ubuntu11.3","CVE-2019-25013","Low"
"multiarch-support","2.23-0ubuntu11.3","CVE-2019-25013","Low"
"libgssapi-krb5-2","1.13.2+dfsg-5ubuntu2.2","CVE-2017-15088","Negligible"
"libk5crypto3","1.13.2+dfsg-5ubuntu2.2","CVE-2017-15088","Negligible"
"libkrb5-3","1.13.2+dfsg-5ubuntu2.2","CVE-2017-15088","Negligible"
"libkrb5support0","1.13.2+dfsg-5ubuntu2.2","CVE-2017-15088","Negligible"
"curl","7.47.0-1ubuntu2.19","CVE-2023-28321","Low"
"libcurl3-gnutls","7.47.0-1ubuntu2.19","CVE-2023-28321","Low"
"libldap-2.4-2","2.4.42+dfsg-2ubuntu3.13","CVE-2020-20178","Medium"
"curl","7.47.0-1ubuntu2.19","CVE-2021-22922","Medium"
"libcurl3-gnutls","7.47.0-1ubuntu2.19","CVE-2021-22922","Medium"
"login","1:4.2-3.1ubuntu5.4","CVE-2017-12424","Low"
"passwd","1:4.2-3.1ubuntu5.4","CVE-2017-12424","Low"
"curl","7.47.0-1ubuntu2.19","CVE-2021-22945","Medium"
"libcurl3-gnutls","7.47.0-1ubuntu2.19","CVE-2021-22945","Medium"
"libasn1-8-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2021-44758","Medium"
"libgssapi3-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2021-44758","Medium"
"libhcrypto4-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2021-44758","Medium"
"libheimbase1-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2021-44758","Medium"
"libheimntlm0-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2021-44758","Medium"
"libhx509-5-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2021-44758","Medium"
"libkrb5-26-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2021-44758","Medium"
"libroken18-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2021-44758","Medium"
"libwind0-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2021-44758","Medium"
"curl","7.47.0-1ubuntu2.19","CVE-2021-22926","Medium"
"libcurl3-gnutls","7.47.0-1ubuntu2.19","CVE-2021-22926","Medium"
"libncurses5","6.0+20160213-1ubuntu1","CVE-2017-10684","Negligible"
"libncursesw5","6.0+20160213-1ubuntu1","CVE-2017-10684","Negligible"
"libtinfo5","6.0+20160213-1ubuntu1","CVE-2017-10684","Negligible"
"ncurses-base","6.0+20160213-1ubuntu1","CVE-2017-10684","Negligible"
"ncurses-bin","6.0+20160213-1ubuntu1","CVE-2017-10684","Negligible"
"libgcrypt20","1.6.5-2ubuntu0.6","CVE-2021-33560","Low"
"libgmp10","2:6.1.0+dfsg-2","CVE-2021-43618","Low"
"libcryptsetup4","2:1.6.6-5ubuntu2.1","CVE-2016-4484","Low"
"curl","7.47.0-1ubuntu2.19","CVE-2021-22925","Medium"
"libcurl3-gnutls","7.47.0-1ubuntu2.19","CVE-2021-22925","Medium"
"libc-bin","2.23-0ubuntu11.3","CVE-2023-6780","Medium"
"libc6","2.23-0ubuntu11.3","CVE-2023-6780","Medium"
"multiarch-support","2.23-0ubuntu11.3","CVE-2023-6780","Medium"
"libc-bin","2.23-0ubuntu11.3","CVE-2022-23218","Low"
"libc-bin","2.23-0ubuntu11.3","CVE-2022-23219","Low"
"libc6","2.23-0ubuntu11.3","CVE-2022-23218","Low"
"libc6","2.23-0ubuntu11.3","CVE-2022-23219","Low"
"multiarch-support","2.23-0ubuntu11.3","CVE-2022-23218","Low"
"multiarch-support","2.23-0ubuntu11.3","CVE-2022-23219","Low"
"libncurses5","6.0+20160213-1ubuntu1","CVE-2018-19217","Low"
"libncursesw5","6.0+20160213-1ubuntu1","CVE-2018-19217","Low"
"libtinfo5","6.0+20160213-1ubuntu1","CVE-2018-19217","Low"
"ncurses-base","6.0+20160213-1ubuntu1","CVE-2018-19217","Low"
"ncurses-bin","6.0+20160213-1ubuntu1","CVE-2018-19217","Low"
"curl","7.47.0-1ubuntu2.19","CVE-2023-28322","Low"
"libcurl3-gnutls","7.47.0-1ubuntu2.19","CVE-2023-28322","Low"
"curl","7.47.0-1ubuntu2.19","CVE-2023-38546","Low"
"libcurl3-gnutls","7.47.0-1ubuntu2.19","CVE-2023-38546","Low"
"gcc-5-base","5.4.0-6ubuntu1~16.04.12","CVE-2021-3826","Low"
"gcc-6-base","6.0.1-0ubuntu1","CVE-2021-3826","Low"
"libgcc1","1:6.0.1-0ubuntu1","CVE-2021-3826","Low"
"libstdc++6","5.4.0-6ubuntu1~16.04.12","CVE-2021-3826","Low"
"curl","7.47.0-1ubuntu2.19","CVE-2021-22947","Medium"
"libcurl3-gnutls","7.47.0-1ubuntu2.19","CVE-2021-22947","Medium"
"libasn1-8-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2022-41916","Medium"
"libgssapi3-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2022-41916","Medium"
"libhcrypto4-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2022-41916","Medium"
"libheimbase1-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2022-41916","Medium"
"libheimntlm0-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2022-41916","Medium"
"libhx509-5-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2022-41916","Medium"
"libkrb5-26-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2022-41916","Medium"
"libroken18-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2022-41916","Medium"
"libwind0-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2022-41916","Medium"
"libsystemd0","229-4ubuntu21.31","CVE-2022-2526","Medium"
"libudev1","229-4ubuntu21.31","CVE-2022-2526","Medium"
"systemd","229-4ubuntu21.31","CVE-2022-2526","Medium"
"systemd-sysv","229-4ubuntu21.31","CVE-2022-2526","Medium"
"curl","7.47.0-1ubuntu2.19","CVE-2023-46218","Medium"
"libcurl3-gnutls","7.47.0-1ubuntu2.19","CVE-2023-46218","Medium"
"gcc-5-base","5.4.0-6ubuntu1~16.04.12","CVE-2020-23026","Low"
"gcc-6-base","6.0.1-0ubuntu1","CVE-2020-23026","Low"
"libgcc1","1:6.0.1-0ubuntu1","CVE-2020-23026","Low"
"libstdc++6","5.4.0-6ubuntu1~16.04.12","CVE-2020-23026","Low"
"gcc-5-base","5.4.0-6ubuntu1~16.04.12","CVE-2020-13844","Medium"
"gcc-6-base","6.0.1-0ubuntu1","CVE-2020-13844","Medium"
"libgcc1","1:6.0.1-0ubuntu1","CVE-2020-13844","Medium"
"libstdc++6","5.4.0-6ubuntu1~16.04.12","CVE-2020-13844","Medium"
"libpcre3","2:8.38-3.1","CVE-2019-20838","Low"
"libc-bin","2.23-0ubuntu11.3","CVE-2023-4813","Low"
"libc6","2.23-0ubuntu11.3","CVE-2023-4813","Low"
"multiarch-support","2.23-0ubuntu11.3","CVE-2023-4813","Low"
"libsystemd0","229-4ubuntu21.31","CVE-2023-7008","Low"
"libudev1","229-4ubuntu21.31","CVE-2023-7008","Low"
"systemd","229-4ubuntu21.31","CVE-2023-7008","Low"
"systemd-sysv","229-4ubuntu21.31","CVE-2023-7008","Low"
"libsqlite3-0","3.11.0-1ubuntu1.5","CVE-2020-35527","Medium"
"libsqlite3-0","3.11.0-1ubuntu1.5","CVE-2020-35525","Medium"
"libncurses5","6.0+20160213-1ubuntu1","CVE-2018-19211","Low"
"libncursesw5","6.0+20160213-1ubuntu1","CVE-2018-19211","Low"
"libtinfo5","6.0+20160213-1ubuntu1","CVE-2018-19211","Low"
"ncurses-base","6.0+20160213-1ubuntu1","CVE-2018-19211","Low"
"ncurses-bin","6.0+20160213-1ubuntu1","CVE-2018-19211","Low"
"libasn1-8-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2022-3116","Medium"
"libgssapi3-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2022-3116","Medium"
"libhcrypto4-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2022-3116","Medium"
"libheimbase1-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2022-3116","Medium"
"libheimntlm0-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2022-3116","Medium"
"libhx509-5-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2022-3116","Medium"
"libkrb5-26-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2022-3116","Medium"
"libroken18-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2022-3116","Medium"
"libwind0-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2022-3116","Medium"
"libtasn1-6","4.7-3ubuntu0.16.04.3","CVE-2021-46848","Low"
"gcc-5-base","5.4.0-6ubuntu1~16.04.12","CVE-2021-46195","Low"
"gcc-6-base","6.0.1-0ubuntu1","CVE-2021-46195","Low"
"libgcc1","1:6.0.1-0ubuntu1","CVE-2021-46195","Low"
"libstdc++6","5.4.0-6ubuntu1~16.04.12","CVE-2021-46195","Low"
"perl-base","5.22.1-9ubuntu0.9","CVE-2021-36770","Medium"
"curl","7.47.0-1ubuntu2.19","CVE-2023-28319","Medium"
"libcurl3-gnutls","7.47.0-1ubuntu2.19","CVE-2023-28319","Medium"
"libasn1-8-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2017-6594","Low"
"libgssapi3-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2017-6594","Low"
"libhcrypto4-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2017-6594","Low"
"libheimbase1-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2017-6594","Low"
"libheimntlm0-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2017-6594","Low"
"libhx509-5-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2017-6594","Low"
"libkrb5-26-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2017-6594","Low"
"libroken18-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2017-6594","Low"
"libwind0-heimdal","1.7~git20150920+dfsg-4ubuntu1.16.04.1","CVE-2017-6594","Low"
"libsqlite3-0","3.11.0-1ubuntu1.5","CVE-2021-45346","Low"
"libc-bin","2.23-0ubuntu11.3","CVE-2017-12132","Low"
"libc6","2.23-0ubuntu11.3","CVE-2017-12132","Low"
"multiarch-support","2.23-0ubuntu11.3","CVE-2017-12132","Low"
"libc-bin","2.23-0ubuntu11.3","CVE-2023-25139","Medium"
"libc6","2.23-0ubuntu11.3","CVE-2023-25139","Medium"
"multiarch-support","2.23-0ubuntu11.3","CVE-2023-25139","Medium"
"perl-base","5.22.1-9ubuntu0.9","CVE-2023-47038","Medium"
"libsystemd0","229-4ubuntu21.31","CVE-2021-33910","High"
"libudev1","229-4ubuntu21.31","CVE-2021-33910","High"
"systemd","229-4ubuntu21.31","CVE-2021-33910","High"
"systemd-sysv","229-4ubuntu21.31","CVE-2021-33910","High"
"liblz4-1","0.0~r131-2ubuntu2","CVE-2021-3520","Medium"
"libsystemd0","229-4ubuntu21.31","CVE-2023-31437","Medium"
"libudev1","229-4ubuntu21.31","CVE-2023-31437","Medium"
